307;514268;Novaky;3552;1621;45,63;1621;1582
307;514284;Opatovce nad Nitrou;1342;631;47,01;631;622
307;514292;Oslany;1914;829;43,31;829;808
307;514306;Podhradie;263;134;50,95;134;133
307;514314;Poluvsie;453;278;61,36;278;275
307;514322;Poruba;1108;578;52,16;578;570
307;514331;Pravenec;1111;606;54,54;606;595
307;513881;Prievidza;38949;17174;44,09;17171;16829
307;514349;Radobica;467;233;49,89;233;226
307;514357;Raztocno;1028;511;49,7;511;498
307;514365;Rudnianska Lehota;645;295;45,73;295;289
307;514373;Sebedrazie;1427;634;44,42;634;622
307;514381;Sec;323;165;51,08;165;163
307;514390;Sutovce;364;156;42,85;156;151
307;514403;Temes;201;98;48,75;98;95
307;514411;Tuzina;1024;454;44,33;454;448
307;514420;Valaska Bela;1777;728;40,96;728;717
307;514438;Velka Causa;389;186;47,81;186;183
307;514454;Zemianske Kostolany;1469;663;45,13;663;653
302;582301;Bohunice;617;271;43,92;271;269
